Category,Activity_Description,Spend_Amount,Spend_Currency,Emission_Factor,CO2e_Tonnes,Date,Supplier,Category_Details,Data_Quality
Category 6,Employee Commuting,225872.34,USD,1.868,421.93,2024-05-15,PackagePro Ltd,Scope 3 emissions category,Hybrid approach
Category 10,IT Hardware,404042.18,USD,2.878,1162.83,2024-03-15,SteelCorp Inc,Scope 3 emissions category,Proxy data
Category 4,Office Supplies,356387.36,USD,1.94,691.39,2024-05-15,LogisticsPro,Scope 3 emissions category,Secondary data
Category 11,IT Hardware,439065.03,USD,1.415,621.28,2024-06-15,TechEquip Corp,Scope 3 emissions category,Industry average
Category 9,Raw Materials - Aluminum,88709.31,USD,1.84,163.23,2024-05-15,PackagePro Ltd,Scope 3 emissions category,Hybrid approach
Category 4,Manufacturing Equipment,367038.76,USD,1.899,697.01,2024-12-15,MetalSupply Co,Scope 3 emissions category,Primary data
Category 14,Inbound Logistics - Truck,316181.62,USD,2.447,773.7,2024-10-15,Corporate Travel,Scope 3 emissions category,Hybrid approach
Category 4,Raw Materials - Steel,276245.41,USD,1.653,456.63,2024-09-15,WasteManagement Co,Scope 3 emissions category,Secondary data
Category 6,Business Travel - Air,112430.02,USD,2.328,261.74,2024-12-15,TechEquip Corp,Scope 3 emissions category,Secondary data
Category 8,Inbound Logistics - Truck,255695.58,USD,1.221,312.2,2024-09-15,SteelCorp Inc,Scope 3 emissions category,Secondary data
Category 14,Product Use Phase,342396.67,USD,2.284,782.03,2024-03-15,WasteManagement Co,Scope 3 emissions category,Secondary data
Category 3,Product Use Phase,474407.2,USD,1.995,946.44,2024-03-15,WasteManagement Co,Scope 3 emissions category,Proxy data
Category 1,Office Supplies,380974.72,USD,0.734,279.64,2024-05-15,LogisticsPro,Scope 3 emissions category,Secondary data
Category 1,Office Supplies,259424.73,USD,2.385,618.73,2024-07-15,WasteManagement Co,Scope 3 emissions category,Industry average
Category 15,Raw Materials - Steel,20912.44,USD,1.963,41.05,2024-02-15,TechEquip Corp,Scope 3 emissions category,Proxy data
Category 10,Inbound Logistics - Truck,285509.92,USD,1.161,331.48,2024-07-15,LogisticsPro,Scope 3 emissions category,Hybrid approach
Category 11,Raw Materials - Aluminum,258814.79,USD,1.16,300.23,2024-04-15,Corporate Travel,Scope 3 emissions category,Proxy data
Category 14,IT Hardware,243943.92,USD,1.472,359.09,2024-10-15,SteelCorp Inc,Scope 3 emissions category,Hybrid approach
Category 15,Packaging Materials,220509.45,USD,0.728,160.53,2024-09-15,TechEquip Corp,Scope 3 emissions category,Secondary data
Category 3,Packaging Materials,79521.32,USD,1.826,145.21,2024-02-15,OfficeMax,Scope 3 emissions category,Industry average
Category 13,IT Hardware,360407.57,USD,1.47,529.8,2024-08-15,WasteManagement Co,Scope 3 emissions category,Secondary data
Category 10,Packaging Materials,323982.36,USD,1.262,408.87,2024-04-15,SteelCorp Inc,Scope 3 emissions category,Secondary data
Category 10,Product Use Phase,81403.44,USD,1.907,155.24,2024-01-15,PackagePro Ltd,Scope 3 emissions category,Primary data
Category 3,Manufacturing Equipment,461300.99,USD,1.574,726.09,2024-07-15,SteelCorp Inc,Scope 3 emissions category,Proxy data
Category 2,Office Supplies,225152.48,USD,2.979,670.73,2024-08-15,PackagePro Ltd,Scope 3 emissions category,Secondary data
Category 14,Business Travel - Air,300818.52,USD,2.394,720.16,2024-03-15,TechEquip Corp,Scope 3 emissions category,Secondary data
Category 12,IT Hardware,461253.62,USD,1.81,834.87,2024-02-15,OfficeMax,Scope 3 emissions category,Industry average
Category 7,Packaging Materials,55176.49,USD,0.647,35.7,2024-09-15,Corporate Travel,Scope 3 emissions category,Secondary data
Category 10,Raw Materials - Aluminum,89533.67,USD,2.71,242.64,2024-10-15,SteelCorp Inc,Scope 3 emissions category,Hybrid approach
Category 9,Raw Materials - Aluminum,47501.79,USD,1.995,94.77,2024-10-15,SteelCorp Inc,Scope 3 emissions category,Industry average
Category 9,Business Travel - Air,185818.35,USD,0.178,33.08,2024-09-15,Corporate Travel,Scope 3 emissions category,Secondary data
Category 13,Employee Commuting,394988.24,USD,1.175,464.11,2024-10-15,MetalSupply Co,Scope 3 emissions category,Industry average
Category 3,Manufacturing Equipment,239093.48,USD,0.736,175.97,2024-02-15,TechEquip Corp,Scope 3 emissions category,Hybrid approach
Category 15,Inbound Logistics - Truck,204914.71,USD,0.608,124.59,2024-12-15,SteelCorp Inc,Scope 3 emissions category,Hybrid approach
Category 9,Raw Materials - Aluminum,260361.16,USD,1.156,300.98,2024-04-15,LogisticsPro,Scope 3 emissions category,Industry average
Category 6,Raw Materials - Aluminum,78234.51,USD,1.972,154.28,2024-05-15,TechEquip Corp,Scope 3 emissions category,Hybrid approach
Category 7,Product Use Phase,183456.4,USD,0.863,158.32,2024-11-15,Corporate Travel,Scope 3 emissions category,Secondary data
Category 7,Inbound Logistics - Truck,392110.42,USD,1.473,577.58,2024-06-15,WasteManagement Co,Scope 3 emissions category,Proxy data
Category 5,Product Use Phase,172833.8,USD,2.131,368.31,2024-12-15,PackagePro Ltd,Scope 3 emissions category,Primary data
Category 12,Office Supplies,223850.84,USD,2.113,473.0,2024-03-15,MetalSupply Co,Scope 3 emissions category,Secondary data
Category 9,Business Travel - Air,393254.48,USD,2.413,948.92,2024-10-15,SteelCorp Inc,Scope 3 emissions category,Secondary data
Category 7,Raw Materials - Steel,402380.31,USD,2.479,997.5,2024-08-15,Corporate Travel,Scope 3 emissions category,Primary data
Category 2,Manufacturing Equipment,111663.35,USD,0.286,31.94,2024-01-15,Corporate Travel,Scope 3 emissions category,Industry average
Category 10,Inbound Logistics - Truck,143948.15,USD,2.892,416.3,2024-01-15,PackagePro Ltd,Scope 3 emissions category,Industry average
Category 8,Raw Materials - Steel,101651.91,USD,1.988,202.08,2024-09-15,TechEquip Corp,Scope 3 emissions category,Secondary data
Category 1,Product Use Phase,255763.38,USD,2.11,539.66,2024-10-15,PackagePro Ltd,Scope 3 emissions category,Primary data
Category 6,Office Supplies,327854.54,USD,2.928,959.96,2024-02-15,TechEquip Corp,Scope 3 emissions category,Industry average
Category 6,Business Travel - Air,203320.03,USD,0.641,130.33,2024-01-15,MetalSupply Co,Scope 3 emissions category,Primary data
Category 9,Manufacturing Equipment,363343.22,USD,1.699,617.32,2024-10-15,LogisticsPro,Scope 3 emissions category,Proxy data
Category 14,Manufacturing Equipment,113921.46,USD,2.891,329.35,2024-08-15,Corporate Travel,Scope 3 emissions category,Hybrid approach
Category 1,Manufacturing Equipment,88342.36,USD,1.543,136.31,2024-09-15,MetalSupply Co,Scope 3 emissions category,Hybrid approach
Category 5,IT Hardware,473560.72,USD,2.419,1145.54,2024-05-15,TechEquip Corp,Scope 3 emissions category,Industry average
Category 7,Product Use Phase,242331.32,USD,0.768,186.11,2024-06-15,WasteManagement Co,Scope 3 emissions category,Industry average
Category 15,Product Use Phase,431149.62,USD,1.472,634.65,2024-05-15,MetalSupply Co,Scope 3 emissions category,Industry average
Category 11,Office Supplies,338779.58,USD,0.728,246.63,2024-06-15,Corporate Travel,Scope 3 emissions category,Proxy data
Category 9,Inbound Logistics - Truck,5851.87,USD,2.505,14.66,2024-04-15,TechEquip Corp,Scope 3 emissions category,Primary data
Category 7,IT Hardware,38938.38,USD,2.798,108.95,2024-08-15,LogisticsPro,Scope 3 emissions category,Proxy data
Category 4,Product Use Phase,135268.82,USD,2.844,384.7,2024-11-15,OfficeMax,Scope 3 emissions category,Industry average
Category 12,Office Supplies,118195.82,USD,0.764,90.3,2024-05-15,OfficeMax,Scope 3 emissions category,Secondary data
Category 4,Office Supplies,418331.02,USD,1.1,460.16,2024-02-15,MetalSupply Co,Scope 3 emissions category,Primary data
Category 11,Employee Commuting,307299.66,USD,2.305,708.33,2024-09-15,SteelCorp Inc,Scope 3 emissions category,Industry average
Category 6,Product Use Phase,158393.04,USD,2.699,427.5,2024-10-15,TechEquip Corp,Scope 3 emissions category,Industry average
Category 3,Inbound Logistics - Truck,140853.04,USD,0.705,99.3,2024-10-15,PackagePro Ltd,Scope 3 emissions category,Primary data
Category 9,Business Travel - Air,239681.72,USD,1.645,394.28,2024-09-15,LogisticsPro,Scope 3 emissions category,Industry average
Category 14,Packaging Materials,229140.82,USD,0.405,92.8,2024-09-15,WasteManagement Co,Scope 3 emissions category,Proxy data
Category 12,Raw Materials - Steel,6898.17,USD,0.672,4.64,2024-10-15,MetalSupply Co,Scope 3 emissions category,Proxy data
Category 6,Product Use Phase,431059.17,USD,0.602,259.5,2024-05-15,OfficeMax,Scope 3 emissions category,Proxy data
Category 8,Product Use Phase,172205.13,USD,0.593,102.12,2024-07-15,OfficeMax,Scope 3 emissions category,Industry average
Category 12,IT Hardware,183173.92,USD,1.232,225.67,2024-08-15,PackagePro Ltd,Scope 3 emissions category,Hybrid approach
Category 3,Product Use Phase,343319.94,USD,2.452,841.82,2024-12-15,TechEquip Corp,Scope 3 emissions category,Secondary data
Category 9,Business Travel - Air,428298.06,USD,0.628,268.97,2024-12-15,PackagePro Ltd,Scope 3 emissions category,Industry average
Category 13,Raw Materials - Steel,89127.03,USD,1.524,135.83,2024-11-15,LogisticsPro,Scope 3 emissions category,Industry average
Category 5,Manufacturing Equipment,281507.09,USD,1.725,485.6,2024-07-15,MetalSupply Co,Scope 3 emissions category,Secondary data
Category 1,Office Supplies,407095.22,USD,1.456,592.73,2024-11-15,MetalSupply Co,Scope 3 emissions category,Industry average
Category 12,IT Hardware,130624.79,USD,1.113,145.39,2024-09-15,TechEquip Corp,Scope 3 emissions category,Proxy data
Category 1,Business Travel - Air,61497.51,USD,2.609,160.45,2024-10-15,OfficeMax,Scope 3 emissions category,Hybrid approach
Category 10,Inbound Logistics - Truck,88094.88,USD,2.352,207.2,2024-06-15,LogisticsPro,Scope 3 emissions category,Hybrid approach
Category 8,Employee Commuting,444926.59,USD,1.174,522.34,2024-05-15,WasteManagement Co,Scope 3 emissions category,Secondary data
Category 14,Packaging Materials,320649.75,USD,2.789,894.29,2024-07-15,Corporate Travel,Scope 3 emissions category,Primary data
Category 2,Packaging Materials,172469.12,USD,0.975,168.16,2024-11-15,TechEquip Corp,Scope 3 emissions category,Proxy data
Category 10,Business Travel - Air,136352.8,USD,1.362,185.71,2024-06-15,WasteManagement Co,Scope 3 emissions category,Industry average
Category 3,Packaging Materials,427251.71,USD,0.419,179.02,2024-04-15,TechEquip Corp,Scope 3 emissions category,Primary data
Category 4,Packaging Materials,199125.75,USD,0.332,66.11,2024-08-15,SteelCorp Inc,Scope 3 emissions category,Primary data
Category 13,Business Travel - Air,262467.41,USD,2.988,784.25,2024-02-15,TechEquip Corp,Scope 3 emissions category,Hybrid approach
Category 3,Raw Materials - Aluminum,327761.51,USD,2.662,872.5,2024-05-15,OfficeMax,Scope 3 emissions category,Secondary data
Category 12,Manufacturing Equipment,222137.05,USD,0.423,93.96,2024-09-15,PackagePro Ltd,Scope 3 emissions category,Primary data
Category 1,IT Hardware,430324.04,USD,1.009,434.2,2024-08-15,WasteManagement Co,Scope 3 emissions category,Hybrid approach
Category 15,Manufacturing Equipment,274724.09,USD,0.449,123.35,2024-12-15,PackagePro Ltd,Scope 3 emissions category,Hybrid approach
Category 10,Employee Commuting,315892.71,USD,1.926,608.41,2024-10-15,Corporate Travel,Scope 3 emissions category,Hybrid approach
Category 11,Inbound Logistics - Truck,155521.0,USD,1.074,167.03,2024-09-15,OfficeMax,Scope 3 emissions category,Primary data
Category 8,Manufacturing Equipment,183525.88,USD,0.816,149.76,2024-05-15,SteelCorp Inc,Scope 3 emissions category,Primary data
Category 9,Packaging Materials,172598.57,USD,1.434,247.51,2024-01-15,WasteManagement Co,Scope 3 emissions category,Industry average
Category 5,Raw Materials - Steel,383168.73,USD,2.404,921.14,2024-10-15,OfficeMax,Scope 3 emissions category,Primary data
Category 9,IT Hardware,95096.92,USD,2.652,252.2,2024-07-15,Corporate Travel,Scope 3 emissions category,Secondary data
Category 3,Business Travel - Air,414385.0,USD,0.701,290.48,2024-02-15,Corporate Travel,Scope 3 emissions category,Secondary data
Category 9,Product Use Phase,403979.9,USD,2.07,836.24,2024-05-15,TechEquip Corp,Scope 3 emissions category,Industry average
Category 4,Raw Materials - Aluminum,92021.18,USD,0.904,83.19,2024-11-15,WasteManagement Co,Scope 3 emissions category,Hybrid approach
Category 8,Manufacturing Equipment,350535.83,USD,1.501,526.15,2024-06-15,SteelCorp Inc,Scope 3 emissions category,Secondary data
Category 1,Inbound Logistics - Truck,12043.31,USD,2.918,35.14,2024-05-15,TechEquip Corp,Scope 3 emissions category,Secondary data
Category 12,Employee Commuting,363826.43,USD,0.737,268.14,2024-03-15,SteelCorp Inc,Scope 3 emissions category,Industry average
Category 4,IT Hardware,210701.27,USD,2.368,498.94,2024-08-15,LogisticsPro,Scope 3 emissions category,Industry average
Category 12,Raw Materials - Steel,165794.07,USD,2.538,420.79,2024-03-15,SteelCorp Inc,Scope 3 emissions category,Proxy data
Category 13,Business Travel - Air,36620.96,USD,1.437,52.62,2024-04-15,TechEquip Corp,Scope 3 emissions category,Industry average
Category 14,Raw Materials - Steel,61858.82,USD,2.316,143.27,2024-04-15,Corporate Travel,Scope 3 emissions category,Industry average
Category 4,Raw Materials - Steel,100390.76,USD,2.219,222.77,2024-02-15,OfficeMax,Scope 3 emissions category,Industry average
Category 7,Manufacturing Equipment,468171.41,USD,0.518,242.51,2024-12-15,SteelCorp Inc,Scope 3 emissions category,Hybrid approach
Category 9,Raw Materials - Aluminum,127403.06,USD,1.934,246.4,2024-04-15,LogisticsPro,Scope 3 emissions category,Primary data
Category 14,Office Supplies,486663.76,USD,0.746,363.05,2024-07-15,LogisticsPro,Scope 3 emissions category,Primary data
Category 3,Manufacturing Equipment,292763.73,USD,1.218,356.59,2024-04-15,SteelCorp Inc,Scope 3 emissions category,Primary data
Category 10,Employee Commuting,344514.86,USD,0.507,174.67,2024-02-15,OfficeMax,Scope 3 emissions category,Secondary data
Category 8,Raw Materials - Aluminum,343286.38,USD,1.048,359.76,2024-11-15,SteelCorp Inc,Scope 3 emissions category,Primary data
Category 6,Packaging Materials,350962.74,USD,2.385,837.05,2024-03-15,WasteManagement Co,Scope 3 emissions category,Secondary data
Category 6,Inbound Logistics - Truck,394492.35,USD,2.282,900.23,2024-08-15,OfficeMax,Scope 3 emissions category,Primary data
Category 12,Business Travel - Air,179725.58,USD,0.447,80.34,2024-01-15,WasteManagement Co,Scope 3 emissions category,Industry average
Category 9,Manufacturing Equipment,271824.3,USD,1.496,406.65,2024-10-15,PackagePro Ltd,Scope 3 emissions category,Hybrid approach
Category 6,IT Hardware,366468.8,USD,0.862,315.9,2024-10-15,PackagePro Ltd,Scope 3 emissions category,Primary data
Category 9,Packaging Materials,225242.72,USD,2.467,555.67,2024-09-15,LogisticsPro,Scope 3 emissions category,Industry average
Category 1,Inbound Logistics - Truck,190142.74,USD,0.597,113.52,2024-01-15,LogisticsPro,Scope 3 emissions category,Hybrid approach
Category 4,IT Hardware,360780.78,USD,1.992,718.68,2024-09-15,Corporate Travel,Scope 3 emissions category,Secondary data
Category 9,Employee Commuting,383101.31,USD,0.505,193.47,2024-05-15,LogisticsPro,Scope 3 emissions category,Industry average
Category 11,IT Hardware,56121.6,USD,1.593,89.4,2024-02-15,SteelCorp Inc,Scope 3 emissions category,Secondary data
Category 3,Raw Materials - Steel,101837.44,USD,1.482,150.92,2024-02-15,SteelCorp Inc,Scope 3 emissions category,Hybrid approach
Category 11,Business Travel - Air,329302.71,USD,1.601,527.21,2024-12-15,TechEquip Corp,Scope 3 emissions category,Primary data
Category 6,Office Supplies,303370.86,USD,0.259,78.57,2024-04-15,WasteManagement Co,Scope 3 emissions category,Primary data
Category 8,Raw Materials - Steel,181102.1,USD,2.243,406.21,2024-07-15,LogisticsPro,Scope 3 emissions category,Primary data
Category 14,Product Use Phase,133642.0,USD,0.17,22.72,2024-02-15,TechEquip Corp,Scope 3 emissions category,Primary data
Category 4,Inbound Logistics - Truck,49462.51,USD,2.189,108.27,2024-09-15,Corporate Travel,Scope 3 emissions category,Secondary data
Category 4,Inbound Logistics - Truck,328781.38,USD,1.732,569.45,2024-03-15,Corporate Travel,Scope 3 emissions category,Primary data
Category 13,Product Use Phase,179623.72,USD,1.403,252.01,2024-11-15,Corporate Travel,Scope 3 emissions category,Primary data
Category 3,Packaging Materials,275432.77,USD,1.539,423.89,2024-11-15,PackagePro Ltd,Scope 3 emissions category,Hybrid approach
Category 10,Employee Commuting,466826.46,USD,2.712,1266.03,2024-09-15,LogisticsPro,Scope 3 emissions category,Proxy data
Category 7,Business Travel - Air,413251.33,USD,1.004,414.9,2024-04-15,OfficeMax,Scope 3 emissions category,Industry average
Category 13,Inbound Logistics - Truck,463147.31,USD,0.8,370.52,2024-08-15,WasteManagement Co,Scope 3 emissions category,Industry average
Category 1,Raw Materials - Steel,491495.28,USD,1.808,888.62,2024-09-15,PackagePro Ltd,Scope 3 emissions category,Proxy data
Category 1,Manufacturing Equipment,492212.82,USD,0.684,336.67,2024-06-15,SteelCorp Inc,Scope 3 emissions category,Proxy data
Category 15,Inbound Logistics - Truck,256124.47,USD,1.733,443.86,2024-10-15,PackagePro Ltd,Scope 3 emissions category,Primary data
Category 1,Employee Commuting,178472.22,USD,0.458,81.74,2024-06-15,OfficeMax,Scope 3 emissions category,Secondary data
Category 5,Manufacturing Equipment,46860.66,USD,1.229,57.59,2024-04-15,MetalSupply Co,Scope 3 emissions category,Proxy data
Category 13,Employee Commuting,87278.34,USD,2.486,216.97,2024-12-15,MetalSupply Co,Scope 3 emissions category,Hybrid approach
Category 11,Manufacturing Equipment,19648.43,USD,2.435,47.84,2024-07-15,MetalSupply Co,Scope 3 emissions category,Primary data
Category 15,IT Hardware,174617.17,USD,2.461,429.73,2024-07-15,MetalSupply Co,Scope 3 emissions category,Secondary data
Category 12,Product Use Phase,464397.93,USD,1.92,891.64,2024-11-15,Corporate Travel,Scope 3 emissions category,Primary data
Category 5,Inbound Logistics - Truck,21549.94,USD,1.643,35.41,2024-03-15,LogisticsPro,Scope 3 emissions category,Hybrid approach
Category 12,Office Supplies,77445.54,USD,2.037,157.76,2024-07-15,WasteManagement Co,Scope 3 emissions category,Hybrid approach
Category 10,Inbound Logistics - Truck,45951.39,USD,1.324,60.84,2024-07-15,PackagePro Ltd,Scope 3 emissions category,Secondary data
Category 6,Raw Materials - Aluminum,238451.47,USD,2.249,536.28,2024-09-15,Corporate Travel,Scope 3 emissions category,Proxy data
Category 2,Business Travel - Air,251409.73,USD,2.333,586.54,2024-03-15,PackagePro Ltd,Scope 3 emissions category,Industry average
Category 9,Office Supplies,244442.69,USD,1.974,482.53,2024-04-15,OfficeMax,Scope 3 emissions category,Secondary data
Category 2,Manufacturing Equipment,388609.18,USD,1.004,390.16,2024-10-15,MetalSupply Co,Scope 3 emissions category,Primary data
Category 11,Business Travel - Air,212346.76,USD,1.078,228.91,2024-06-15,LogisticsPro,Scope 3 emissions category,Hybrid approach
Category 11,Raw Materials - Steel,385070.96,USD,0.549,211.4,2024-06-15,WasteManagement Co,Scope 3 emissions category,Hybrid approach
Category 3,Employee Commuting,23393.9,USD,2.464,57.64,2024-04-15,LogisticsPro,Scope 3 emissions category,Secondary data
Category 13,Raw Materials - Aluminum,57073.5,USD,0.211,12.04,2024-10-15,PackagePro Ltd,Scope 3 emissions category,Proxy data
Category 1,IT Hardware,347203.82,USD,0.378,131.24,2024-08-15,WasteManagement Co,Scope 3 emissions category,Primary data
Category 6,Office Supplies,370266.48,USD,0.675,249.93,2024-09-15,TechEquip Corp,Scope 3 emissions category,Hybrid approach
Category 8,Product Use Phase,365231.87,USD,0.467,170.56,2024-12-15,SteelCorp Inc,Scope 3 emissions category,Industry average
Category 10,Inbound Logistics - Truck,22697.52,USD,0.552,12.53,2024-05-15,OfficeMax,Scope 3 emissions category,Hybrid approach
Category 5,Raw Materials - Steel,233015.45,USD,2.838,661.3,2024-02-15,Corporate Travel,Scope 3 emissions category,Proxy data
Category 11,IT Hardware,432276.85,USD,0.106,45.82,2024-11-15,Corporate Travel,Scope 3 emissions category,Secondary data
Category 7,Inbound Logistics - Truck,488329.36,USD,0.344,167.99,2024-06-15,WasteManagement Co,Scope 3 emissions category,Hybrid approach
Category 9,Raw Materials - Aluminum,94022.28,USD,1.527,143.57,2024-08-15,SteelCorp Inc,Scope 3 emissions category,Primary data
Category 4,Inbound Logistics - Truck,153158.83,USD,1.495,228.97,2024-12-15,PackagePro Ltd,Scope 3 emissions category,Primary data
Category 6,IT Hardware,178333.69,USD,0.942,167.99,2024-09-15,TechEquip Corp,Scope 3 emissions category,Primary data
Category 11,Manufacturing Equipment,439459.96,USD,2.677,1176.43,2024-01-15,TechEquip Corp,Scope 3 emissions category,Secondary data
Category 3,IT Hardware,448690.48,USD,1.988,892.0,2024-02-15,Corporate Travel,Scope 3 emissions category,Hybrid approach
Category 11,Product Use Phase,436478.03,USD,2.075,905.69,2024-07-15,OfficeMax,Scope 3 emissions category,Hybrid approach
Category 3,Business Travel - Air,485298.05,USD,2.734,1326.8,2024-06-15,WasteManagement Co,Scope 3 emissions category,Hybrid approach
Category 3,Office Supplies,326583.85,USD,1.764,576.09,2024-11-15,OfficeMax,Scope 3 emissions category,Secondary data
Category 5,Inbound Logistics - Truck,454871.79,USD,1.319,599.98,2024-03-15,PackagePro Ltd,Scope 3 emissions category,Proxy data
Category 2,Inbound Logistics - Truck,266947.81,USD,2.172,579.81,2024-03-15,LogisticsPro,Scope 3 emissions category,Secondary data
Category 12,Raw Materials - Steel,382952.07,USD,2.646,1013.29,2024-07-15,Corporate Travel,Scope 3 emissions category,Proxy data
Category 8,Manufacturing Equipment,76826.57,USD,0.604,46.4,2024-03-15,PackagePro Ltd,Scope 3 emissions category,Primary data
Category 13,Product Use Phase,308856.31,USD,1.837,567.37,2024-10-15,OfficeMax,Scope 3 emissions category,Hybrid approach
Category 4,Office Supplies,344001.56,USD,1.11,381.84,2024-12-15,WasteManagement Co,Scope 3 emissions category,Secondary data
Category 9,Product Use Phase,234912.99,USD,1.966,461.84,2024-03-15,Corporate Travel,Scope 3 emissions category,Industry average
Category 8,Packaging Materials,82729.4,USD,0.718,59.4,2024-07-15,SteelCorp Inc,Scope 3 emissions category,Proxy data
Category 7,Office Supplies,371440.96,USD,2.965,1101.32,2024-04-15,MetalSupply Co,Scope 3 emissions category,Secondary data
Category 15,Employee Commuting,433697.37,USD,1.495,648.38,2024-06-15,WasteManagement Co,Scope 3 emissions category,Secondary data
Category 7,Business Travel - Air,388331.14,USD,1.843,715.69,2024-07-15,LogisticsPro,Scope 3 emissions category,Industry average
Category 10,Product Use Phase,297309.09,USD,1.599,475.4,2024-12-15,SteelCorp Inc,Scope 3 emissions category,Hybrid approach
Category 2,Employee Commuting,228993.31,USD,2.639,604.31,2024-04-15,Corporate Travel,Scope 3 emissions category,Primary data
Category 9,Business Travel - Air,258547.21,USD,1.91,493.83,2024-01-15,OfficeMax,Scope 3 emissions category,Proxy data
Category 8,Business Travel - Air,442314.39,USD,2.332,1031.48,2024-05-15,WasteManagement Co,Scope 3 emissions category,Secondary data
Category 7,Manufacturing Equipment,306954.01,USD,0.211,64.77,2024-09-15,PackagePro Ltd,Scope 3 emissions category,Industry average
Category 14,Employee Commuting,46129.96,USD,1.527,70.44,2024-03-15,PackagePro Ltd,Scope 3 emissions category,Industry average
Category 7,IT Hardware,225992.04,USD,0.578,130.62,2024-10-15,OfficeMax,Scope 3 emissions category,Industry average
Category 2,Manufacturing Equipment,162713.32,USD,1.963,319.41,2024-12-15,PackagePro Ltd,Scope 3 emissions category,Primary data
Category 2,Raw Materials - Aluminum,353407.13,USD,1.921,678.9,2024-02-15,Corporate Travel,Scope 3 emissions category,Hybrid approach
Category 10,Packaging Materials,189960.64,USD,1.173,222.82,2024-03-15,LogisticsPro,Scope 3 emissions category,Hybrid approach
Category 14,Packaging Materials,81899.92,USD,0.477,39.07,2024-12-15,SteelCorp Inc,Scope 3 emissions category,Industry average
Category 5,Manufacturing Equipment,365350.71,USD,2.885,1054.04,2024-05-15,PackagePro Ltd,Scope 3 emissions category,Primary data
Category 15,Packaging Materials,480256.51,USD,0.06,28.82,2024-05-15,SteelCorp Inc,Scope 3 emissions category,Industry average
Category 8,Employee Commuting,272207.08,USD,0.067,18.24,2024-08-15,OfficeMax,Scope 3 emissions category,Secondary data
Category 10,Employee Commuting,227415.5,USD,1.354,307.92,2024-10-15,SteelCorp Inc,Scope 3 emissions category,Secondary data
Category 15,Inbound Logistics - Truck,139778.36,USD,1.904,266.14,2024-04-15,SteelCorp Inc,Scope 3 emissions category,Secondary data
Category 3,Raw Materials - Steel,326985.16,USD,0.158,51.66,2024-01-15,TechEquip Corp,Scope 3 emissions category,Proxy data
Category 15,Raw Materials - Aluminum,25466.65,USD,1.28,32.6,2024-03-15,PackagePro Ltd,Scope 3 emissions category,Proxy data
Category 10,Product Use Phase,286569.01,USD,1.708,489.46,2024-08-15,LogisticsPro,Scope 3 emissions category,Primary data
Category 2,Manufacturing Equipment,162088.1,USD,2.698,437.31,2024-02-15,Corporate Travel,Scope 3 emissions category,Hybrid approach
Category 2,Manufacturing Equipment,235937.61,USD,0.41,96.73,2024-05-15,LogisticsPro,Scope 3 emissions category,Hybrid approach
Category 7,Inbound Logistics - Truck,105712.84,USD,0.667,70.51,2024-01-15,MetalSupply Co,Scope 3 emissions category,Hybrid approach
Category 12,Inbound Logistics - Truck,493607.44,USD,1.477,729.06,2024-12-15,TechEquip Corp,Scope 3 emissions category,Industry average
Category 10,IT Hardware,130570.36,USD,1.747,228.11,2024-10-15,LogisticsPro,Scope 3 emissions category,Secondary data
Category 10,Product Use Phase,248702.07,USD,2.201,547.39,2024-08-15,WasteManagement Co,Scope 3 emissions category,Secondary data
Category 15,Product Use Phase,117128.1,USD,0.907,106.24,2024-04-15,SteelCorp Inc,Scope 3 emissions category,Primary data
Category 1,Employee Commuting,313104.91,USD,0.398,124.62,2024-04-15,Corporate Travel,Scope 3 emissions category,Industry average
Category 1,IT Hardware,175475.37,USD,2.428,426.05,2024-04-15,SteelCorp Inc,Scope 3 emissions category,Secondary data
Category 12,Manufacturing Equipment,127954.34,USD,0.25,31.99,2024-05-15,LogisticsPro,Scope 3 emissions category,Primary data
Category 2,IT Hardware,171339.43,USD,2.187,374.72,2024-10-15,SteelCorp Inc,Scope 3 emissions category,Secondary data
Category 4,IT Hardware,417078.82,USD,2.771,1155.73,2024-08-15,WasteManagement Co,Scope 3 emissions category,Primary data
Category 11,Packaging Materials,241266.27,USD,1.9,458.41,2024-09-15,LogisticsPro,Scope 3 emissions category,Industry average
Category 13,Business Travel - Air,463967.2,USD,0.215,99.75,2024-09-15,TechEquip Corp,Scope 3 emissions category,Hybrid approach
Category 12,IT Hardware,278033.43,USD,0.105,29.19,2024-10-15,LogisticsPro,Scope 3 emissions category,Proxy data
Category 2,Packaging Materials,140949.55,USD,0.142,20.01,2024-07-15,PackagePro Ltd,Scope 3 emissions category,Hybrid approach
Category 10,Business Travel - Air,94502.08,USD,0.395,37.33,2024-05-15,LogisticsPro,Scope 3 emissions category,Primary data
Category 5,Business Travel - Air,44312.09,USD,2.637,116.85,2024-06-15,WasteManagement Co,Scope 3 emissions category,Proxy data
Category 4,Inbound Logistics - Truck,151856.83,USD,0.381,57.86,2024-01-15,OfficeMax,Scope 3 emissions category,Primary data
Category 8,Inbound Logistics - Truck,13442.45,USD,1.474,19.81,2024-09-15,PackagePro Ltd,Scope 3 emissions category,Secondary data
Category 6,Employee Commuting,366488.09,USD,1.595,584.55,2024-06-15,PackagePro Ltd,Scope 3 emissions category,Primary data
